DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
110627233,2011-11-17,2011-11-16,2140,6,Hollywood,646,210,ROBBERY,0334 0344 0377 0381 0370 0420 0449 0432 0337 0342,29.0,M,O,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210.0,,,,LAS PALMAS,SUNSET                       BL,"(34.098, -118.3363)"
170705892,2017-02-14,2017-02-12,1800,7,Wilshire,702,624,BATTERY - SIMPLE ASSAULT,0400 0416 1802,37.0,F,O,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,7600    MELROSE                      AV,,"(34.0837, -118.3553)"
160910373,2016-05-06,2016-05-03,1500,9,Van Nuys,966,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,51.0,F,W,406.0,OTHER STORE,,,IC,Invest Cont,440.0,,,,13300    RIVERSIDE                    DR,,"(34.1576, -118.4225)"
142008945,2014-04-17,2014-04-06,1500,20,Olympic,2024,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 0352 1202 1221,76.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,500 S  HARVARD                      BL,,"(34.0654, -118.3041)"
160307070,2016-02-17,2016-01-28,1930,3,Southwest,375,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1813 0421 0432 2000,43.0,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,1600 W  38TH                         ST,,"(34.0174, -118.3089)"
130708721,2013-04-23,2013-04-22,1935,7,Wilshire,702,440,THEFT PLAIN - PETTY ($950 & UNDER),0416 0344,24.0,M,H,405.0,CLOTHING STORE,,,IC,Invest Cont,440.0,,,,7600    MELROSE                      AV,,"(34.0837, -118.3553)"
101107323,2010-02-27,2010-02-27,145,11,Northeast,1128,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1402 2000,33.0,F,A,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,998.0,,,6100    STRICKLAND                   AV,,"(34.1276, -118.1872)"
110609891,2011-03-23,2011-03-22,1100,6,Hollywood,636,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,39.0,M,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341.0,,,,1700 N  HIGHLAND                     AV,,"(34.1016, -118.3387)"
121306542,2012-02-10,2012-02-10,2010,13,Newton,1352,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,68.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,400 E  43RD                         ST,,"(34.0057, -118.2685)"
140404964,2014-01-25,2014-01-25,1635,4,Hollenbeck,424,946,OTHER MISCELLANEOUS CRIME,0100 0933 1402,26.0,F,H,101.0,STREET,,,AA,Adult Arrest,946.0,998.0,,,4100 N  MISSION                      RD,,"(34.0766, -118.1947)"
142006397,2014-02-23,2014-02-22,2200,20,Olympic,2022,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,28.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,300 S  MANHATTAN                    PL,,"(34.069, -118.3104)"
150617560,2015-08-02,2015-08-02,215,6,Hollywood,645,624,BATTERY - SIMPLE ASSAULT,0400,33.0,M,W,727.0,SHOPPING MALL (COMMON AREA),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6800    HOLLYWOOD                    BL,,"(34.1016, -118.3387)"
142106378,2014-02-23,2014-02-20,730,21,Topanga,2157,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29.0,M,H,222.0,LAUNDROMAT,,,IC,Invest Cont,440.0,,,,VANOWEN                      ST,DE SOTO                      AV,"(34.1938, -118.5884)"
150311942,2015-05-07,2015-05-04,2300,3,Southwest,305,626,INTIMATE PARTNER - SIMPLE ASSAULT,1414 2000 1814 0416 0446,31.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,2500    WEST                         BL,,"(34.0343, -118.3404)"
131608733,2013-04-30,2012-10-28,800,16,Foothill,1672,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0400 0416 2000,48.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,9000    EL DORADO                    AV,,"(34.232, -118.3893)"
161209361,2016-03-16,2016-03-16,1535,12,77th Street,1215,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1100 1402 0906,57.0,F,O,103.0,ALLEY,,,IC,Invest Cont,745.0,,,,54TH,NORMANDIE,"(33.9932, -118.3002)"
130622555,2013-10-01,2013-09-30,1530,6,Hollywood,645,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,15.0,M,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440.0,,,,1500 N  HIGHLAND                     AV,,"(34.098, -118.3387)"
141917382,2014-08-18,2014-08-16,1800,19,Mission,1917,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,65.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,13200    BROMONT                      AV,,"(34.3106, -118.4376)"
111913265,2011-06-02,2011-06-02,2010,19,Mission,1998,624,BATTERY - SIMPLE ASSAULT,0329 0416 0561,51.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,740.0,,,7700    WOODMAN                      AV,,"(34.2105, -118.4309)"
130609685,2013-03-21,2013-03-14,1540,6,Hollywood,678,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0319 0421,44.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,930.0,,,,900 N  SERRANO                      AV,,"(34.0863, -118.3064)"
171215612,2017-06-09,2017-06-09,1510,12,77th Street,1239,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0342 0346 1251 0352 1313 0336 0326 0305 0329,20.0,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341.0,,,,1100 W  SLAUSON                      AV,,"(33.9892, -118.2937)"
100517821,2010-09-30,2010-09-01,600,5,Harbor,564,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,54.0,M,W,222.0,LAUNDROMAT,,,IC,Invest Cont,740.0,,,,100 S  PACIFIC                      AV,,"(33.7433, -118.2879)"
110204570,2011-01-12,2011-01-10,800,2,Rampart,204,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1608,52.0,F,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,900    TULAROSA                     DR,,"(34.0835, -118.2799)"
141507258,2014-03-06,2014-03-05,2100,15,N Hollywood,1562,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,26.0,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,4700    COLDWATER CANYON             AV,,"(34.1558, -118.4138)"
160411442,2016-06-20,2016-06-20,900,4,Hollenbeck,464,624,BATTERY - SIMPLE ASSAULT,0319 0444 0913 1222,30.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,200 N  CHICAGO                      ST,,"(34.0462, -118.2114)"
121409468,2012-03-16,2012-03-16,2040,14,Pacific,1407,210,ROBBERY,0337 0344,,M,W,406.0,OTHER STORE,102.0,HAND GUN,IC,Invest Cont,210.0,,,,10100    VENICE                       BL,,"(34.0224, -118.4002)"
150818310,2015-12-06,2015-12-06,1125,8,West LA,893,310,BURGLARY,1609 0321,41.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,10900    EXPOSITION                   BL,,"(34.0363, -118.4266)"
162004972,2016-01-22,2016-01-22,700,20,Olympic,2062,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 0913,57.0,M,K,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,1000 S  SAINT ANDREWS                PL,,"(34.0527, -118.3111)"
171904545,2017-01-11,2017-01-11,2130,19,Mission,1983,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,38.0,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,8500    COLUMBUS                     AV,,"(34.2247, -118.4655)"
171217636,2017-07-07,2017-07-07,2030,12,77th Street,1204,251,SHOTS FIRED AT INHABITED DWELLING,1100 0302 0329 1407 1402 0450 0906,47.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,,,,4700 S  BUDLONG                      AV,,"(34.0007, -118.2954)"
171207088,2017-02-13,2017-01-31,1000,12,77th Street,1241,354,THEFT OF IDENTITY,0377,56.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3600 W  63RD                         ST,,"(33.9827, -118.3352)"
100710404,2010-05-26,2010-05-26,700,7,Wilshire,752,310,BURGLARY,0344 9999,37.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1000 S  CRESCENT HEIGHTS             BL,,"(34.0588, -118.3692)"
141105007,2014-01-24,2014-01-23,1645,11,Northeast,1195,330,BURGLARY FROM VEHICLE,0344,31.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,ELYSIAN PARK,STADIUM                      WY,"(34.0726, -118.2447)"
170613964,2017-06-15,2017-06-15,500,6,Hollywood,643,310,BURGLARY,0344,26.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,,,,1600 N  FULLER                       AV,,"(34.0998, -118.3489)"
141320636,2014-10-26,2014-10-24,700,13,Newton,1363,330,BURGLARY FROM VEHICLE,1605 0358 0344,21.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,51ST                         ST,CENTRAL                      AV,"(33.9967, -118.2565)"
122013434,2012-07-05,2012-05-21,1400,20,Olympic,2071,354,THEFT OF IDENTITY,1202 0100 0924 0923,64.0,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1300 S  WESTERN                      AV,,"(34.0472, -118.309)"
121510874,2012-04-24,2012-04-16,1030,15,N Hollywood,1545,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,56.0,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,4800    LAUREL CANYON                BL,,"(34.1576, -118.3965)"
160514305,2016-08-11,2016-08-11,1430,5,Harbor,517,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0400 0447,32.0,F,H,101.0,STREET,212.0,BOTTLE,AO,Adult Other,626.0,,,,24800    BROAD                        AV,,"(33.7893, -118.2615)"
150516245,2015-10-06,2015-10-06,1100,5,Harbor,563,121,"RAPE, FORCIBLE",0314 1008 0433 0527 0421 0519 0515 1822 1405,30.0,F,W,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,121.0,998.0,,,600 W  13TH                         ST,,"(33.7324, -118.2902)"
112011579,2011-05-16,2011-03-01,1200,20,Olympic,2031,354,THEFT OF IDENTITY,0100 0928 1501,55.0,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,3800    WILSHIRE                     BL,,"(34.0617, -118.3091)"
130908798,2013-04-08,2013-04-08,1650,9,Van Nuys,935,624,BATTERY - SIMPLE ASSAULT,0417 0429,26.0,M,B,726.0,POLICE FACILITY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6200    SYLMAR                       AV,,"(34.1827, -118.4465)"
140413006,2014-08-16,2014-08-16,1630,4,Hollenbeck,415,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1814 2000 1402 0400 1206 2002,50.0,M,H,501.0,SINGLE FAMILY DWELLING,205.0,KITCHEN KNIFE,AO,Adult Other,230.0,998.0,,,2500    JOHNSTON                     ST,,"(34.0755, -118.2104)"
110309168,2011-03-25,2011-03-25,1030,3,Southwest,356,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 1251 1402 2000,26.0,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,998.0,,,1500 W  36TH                         PL,,"(34.0219, -118.3031)"
171604893,2017-01-23,2017-01-23,1427,16,Foothill,1675,624,BATTERY - SIMPLE ASSAULT,0416,44.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,9100    GLENOAKS                     BL,,"(34.2345, -118.3713)"
111613658,2011-07-22,2011-07-22,510,16,Foothill,1656,310,BURGLARY,0344 0358 1402 1610,,M,O,244.0,TOBACCO SHOP,,,IC,Invest Cont,310.0,,,,8300    FOOTHILL                     BL,,"(34.2597, -118.3137)"
111510522,2011-05-06,2011-04-15,1200,15,N Hollywood,1505,310,BURGLARY,0344 1420 1602,58.0,M,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,11600    SHERMAN                      WY,,"(34.2012, -118.3845)"
121706327,2012-02-13,2012-02-13,1,17,Devonshire,1797,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,47.0,M,O,101.0,STREET,,,IC,Invest Cont,745.0,,,,8800    GERALD                       AV,,"(34.2308, -118.4948)"
131605820,2013-02-15,2013-02-08,2200,16,Foothill,1602,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0311 0329,38.0,F,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740.0,,,,12700    VAN NUYS                     BL,,"(34.2753, -118.4095)"
102014878,2010-06-16,2010-06-14,200,20,Olympic,2081,624,BATTERY - SIMPLE ASSAULT,,19.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1800 S  GRAMERCY                     PL,,"(34.0418, -118.313)"
161704536,2016-01-12,2016-01-12,2200,17,Devonshire,1782,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,25.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,8800    CORBIN                       AV,,"(34.2304, -118.5623)"
110119222,2011-10-30,2011-10-30,100,1,Central,153,440,THEFT PLAIN - PETTY ($950 & UNDER),0202 0344,25.0,F,H,207.0,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440.0,,,,500 S  SPRING                       ST,,"(34.0474, -118.2496)"
140816797,2014-12-03,2014-12-03,1930,8,West LA,839,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,10200    SANTA MONICA                 BL,,"(34.0605, -118.4193)"
130119606,2013-09-02,2013-09-02,930,1,Central,147,624,BATTERY - SIMPLE ASSAULT,0416 0429,61.0,M,W,511.0,PROJECT/TENEMENT/PUBLIC HOUSING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400 E  5TH                          ST,,"(34.0446, -118.245)"
130518839,2013-12-06,2013-11-29,800,5,Harbor,529,354,THEFT OF IDENTITY,0930 1822,23.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,900    DOMINGUEZ                    AV,,"(33.782, -118.2515)"
131318155,2013-09-14,2013-09-14,1300,13,Newton,1362,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1243 0400 2000 0411 0319 1813,61.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626.0,,,,300 E  50TH                         ST,,"(33.9975, -118.2707)"
130221370,2013-10-30,2013-10-30,1820,2,Rampart,271,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0913 0408 0429 1813,21.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,2200 W  11TH                         ST,,"(34.0508, -118.2819)"
160327255,2016-12-15,2016-12-15,155,3,Southwest,312,210,ROBBERY,0342 0302 0216 0355 0327 0344 1822 0334,27.0,M,H,101.0,STREET,102.0,HAND GUN,AO,Adult Other,210.0,,,,W  JEFFERSON                    BL,SYCAMORE                     AV,"(34.0255, -118.357)"
111018634,2011-11-14,2011-11-14,930,10,West Valley,1018,310,BURGLARY,0344,47.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,7400    COLLETT                      AV,,"(34.2048, -118.4825)"
151120517,2015-12-02,2015-12-01,2100,11,Northeast,1135,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2600 W  AVENUE 35,,"(34.1146, -118.235)"
121418461,2012-07-21,2012-07-20,1155,14,Pacific,1483,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,48.0,M,W,710.0,OTHER PREMISE,,,IC,Invest Cont,745.0,,,,8100 W  MANCHESTER                   AV,,"(33.9588, -118.4374)"
131118859,2013-10-16,2013-10-16,850,11,Northeast,1161,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1407 0430,24.0,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,998.0,,,1100 N  KENMORE                      AV,,"(34.0909, -118.2974)"
161507021,2016-02-23,2016-02-18,1600,15,N Hollywood,1535,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,43.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,5800    TROOST                       AV,,"(34.1758, -118.3866)"
131918087,2013-08-25,2013-08-25,1140,19,Mission,1902,510,VEHICLE - STOLEN,,12.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,BORDEN,BLEDSOE,"(34.3157, -118.4537)"
132108654,2013-04-16,2013-04-16,1815,21,Topanga,2139,901,VIOLATION OF RESTRAINING ORDER,0906 1501,37.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901.0,,,,20200    COHASSET                     ST,,"(34.2071, -118.5739)"
141924447,2014-12-28,2014-12-26,700,19,Mission,1985,624,BATTERY - SIMPLE ASSAULT,0416 0417,20.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,8800    TOBIAS                       AV,,"(34.2299, -118.4516)"
141923920,2014-12-16,2014-12-15,900,19,Mission,1952,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37.0,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,9900    SEPULVEDA                    BL,,"(34.25, -118.4675)"
101015527,2010-08-23,2010-08-17,2000,10,West Valley,1018,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,16000    SHERMAN                      WY,,"(34.2012, -118.4815)"
161306726,2016-02-18,2016-02-17,2100,13,Newton,1327,330,BURGLARY FROM VEHICLE,0344 1216,50.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,1600 E  23RD                         ST,,"(34.0167, -118.2463)"
120615304,2012-06-01,2012-06-01,1045,6,Hollywood,642,122,"RAPE, ATTEMPTED",0400 0419 0344 0531,43.0,F,W,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,122.0,,,,FAIRFAX                      AV,SUNSET                       BL,"(34.0981, -118.3616)"
110604834,2011-01-13,2011-01-12,2200,6,Hollywood,677,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,29.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,700 N  GRAMERCY                     PL,,"(34.0835, -118.3124)"
151606854,2015-03-16,2015-01-06,1600,16,Foothill,1693,354,THEFT OF IDENTITY,1822,49.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,7900    BELLINGHAM                   AV,,"(34.214, -118.3988)"
130311436,2013-04-27,2013-04-22,1300,3,Southwest,379,354,THEFT OF IDENTITY,0377 1822,45.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3900    WISCONSIN                    PL,,"(34.0155, -118.2933)"
151407693,2015-02-18,2015-02-15,1100,14,Pacific,1441,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,,M,W,710.0,OTHER PREMISE,,,JA,Juv Arrest,341.0,,,,2100    OCEAN FRONT                  WK,,"(33.9843, -118.4713)"
121514668,2012-07-12,2012-07-12,1030,15,N Hollywood,1585,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1420,27.0,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420.0,,,,10800    BLUFFSIDE                    DR,,"(34.1405, -118.3665)"
100816861,2010-10-19,2010-10-19,103,8,West LA,849,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,39.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,440.0,,,,1100 S  BEDFORD                      ST,,"(34.0571, -118.3804)"
151108319,2015-03-29,2015-03-28,1900,11,Northeast,1129,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0360 0446,41.0,M,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,,,,6800    POLLARD                      ST,,"(34.1169, -118.1723)"
130322691,2013-10-20,2013-10-20,330,3,Southwest,395,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,58.0,F,B,301.0,GAS STATION,,,IC,Invest Cont,420.0,,,,VERNON,WESTERN,"(34.0037, -118.3089)"
111806691,2011-02-17,2011-02-17,415,18,Southeast,1801,320,"BURGLARY, ATTEMPTED",1602 1607,33.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,8900    MENLO                        AV,,"(33.9565, -118.2904)"
111229491,2011-12-28,2011-12-27,1900,12,77th Street,1205,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1407 1309 0302 0906 0309 0326 1100 1419,25.0,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,230.0,,,,1500 W  51ST                         PL,,"(33.996, -118.3024)"
161713312,2016-07-14,2016-06-16,100,17,Devonshire,1747,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,49.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,16500    DEVONSHIRE                   ST,,"(34.2612, -118.4957)"
110219663,2011-11-01,2011-10-31,2100,2,Rampart,237,330,BURGLARY FROM VEHICLE,0344 0358 1609,28.0,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,WITMER,2ND,"(34.061, -118.2615)"
120921854,2012-12-05,2012-12-04,2000,9,Van Nuys,935,510,VEHICLE - STOLEN,,11.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,14100    CALVERT                      ST,,"(34.1817, -118.44)"
161313557,2016-06-10,2016-06-08,1600,13,Newton,1365,956,"LETTERS, LEWD",1309 0513 0514 0913 1813,27.0,M,H,503.0,HOTEL,,,IC,Invest Cont,956.0,,,,4600    COMPTON                      AV,,"(33.9994, -118.2499)"
131213417,2013-05-22,2013-05-21,1830,12,77th Street,1232,624,BATTERY - SIMPLE ASSAULT,0448 0408 2000 0319 1814,21.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,3100 W  SLAUSON                      AV,,"(33.9891, -118.327)"
100908323,2010-03-19,2010-03-18,1505,9,Van Nuys,923,624,BATTERY - SIMPLE ASSAULT,0416 0417,16.0,F,H,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624.0,,,,6500    CEDROS                       AV,,"(34.1887, -118.4531)"
171200510,2017-01-08,2017-01-08,235,12,77th Street,1251,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1402 0421 0432 1309 0906,27.0,M,H,202.0,LIQUOR STORE,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,998.0,,,FLORENCE                     AV,CRENSHAW                     BL,"(33.9745, -118.3309)"
141207469,2014-02-27,2014-02-26,2020,12,77th Street,1241,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1402 0443,21.0,F,H,101.0,STREET,219.0,SCREWDRIVER,AA,Adult Arrest,930.0,,,,CRENSHAW                     BL,63RD                         ST,"(33.9829, -118.3309)"
130620730,2013-08-31,2013-08-31,1205,6,Hollywood,647,220,ATTEMPTED ROBBERY,0334,23.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220.0,,,,HOLLYWOOD                    BL,GOWER                        ST,"(34.1017, -118.3224)"
111816407,2011-08-08,2011-08-07,2200,18,Southeast,1842,510,VEHICLE - STOLEN,,10.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 E  110TH                        ST,,"(33.9357, -118.2717)"
140308077,2014-03-11,2013-03-01,2300,3,Southwest,377,121,"RAPE, FORCIBLE",1251 1259 0913 0500,15.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,WISCONSIN                    ST,EXPOSITION                   BL,"(34.0184, -118.2931)"
